5, "Делюсь радостью, год назад потерял такую флешку, нашел в стиральной машине (она целый год стиралась) вчера нашел ее в ней и... полностью рабочая и даже все фотки с документами открываються!!!! Чудо!"
5, "Пока не выявил недостатков."
5, "ок."
5, "Просто хороша флешка за розумні гроші. Неодноразово падала і все добре, все супер. Довгий період нарікань нема. Однозначно рекомендую"
4, "Брал таких флешек уже несколько штук, корпус не убиваем, так же удобно что есть кольцо, можно вешать на брелок Сама флешка компактная но и не слишком маленькая, нормально вставлять в порт и вытягивать. Гарантия на 5 лет на память это плюс. С недостатков могу заметить что это флешка еще по стандарту USB 2.0, а также имеет низкую скорость на запись, у меня была в районе 8мб/с Рекомендую если нужна недорогая флешка с корпусом который не поломается #мояраспаковка"
5, "Делюсь радостью, год назад потерял такую флешку, нашел в стиральной машине (она целый год стиралась) вчера нашел ее в ней и... полностью рабочая и даже все фотки с документами открываються!!!! Чудо!"
5, "Пока не выявил недостатков."
5, "ок."
5, "Просто хороша флешка за розумні гроші. Неодноразово падала і все добре, все супер. Довгий період нарікань нема. Однозначно рекомендую"
4, "Брал таких флешек уже несколько штук, корпус не убиваем, так же удобно что есть кольцо, можно вешать на брелок Сама флешка компактная но и не слишком маленькая, нормально вставлять в порт и вытягивать. Гарантия на 5 лет на память это плюс. С недостатков могу заметить что это флешка еще по стандарту USB 2.0, а также имеет низкую скорость на запись, у меня была в районе 8мб/с Рекомендую если нужна недорогая флешка с корпусом который не поломается #мояраспаковка"
3, "Флешка хорошая корпус бомба попробуй убить, но скорость флешки дика мала 7.51 мб/с, это на всех файловых системах ну на NTFS около 8 мб/с все равно мало!"
5, "Активно пользуюсь больше года. качеством довольна."
5, "Симпатичный и лаконичный дизайн. Идеально подходит для офисного использования. Нормальная скорость записи и чтения. Хороший вариант для ежедневного ношения со связкой ключей."
4, "Працює ще малий час"
4, "У меня та-же серия, только на 8 гб, 4 штуки. Носил в кошельке, в сумке с инструментами (во внутреннем кармане), в шухлядках, в карманах, на столе - хоть бы что. Если надо что-то таскать с собой (например загрузочный диск Acronis или драйвера) - самое оно. Если для активной работы с информацией внутри - на запись ооочень медленная (на чтение более-менее)."
5, "Фирма отреагировала очень хорошо, отправил - проверили - позвонили сказали результат - поменяли ! Я доволен сервисом.!!"
3, "нема захисного ковпачка"
5, "супер"
5, "флешка в работе уже больше 4 месяцев, нареканий никаких, свои задачи выполняет, используется, записывается, перезаписывается ежедневно. Так же радует её размер."
5, "Всем рекомендую"
5, "Стильный алюминиевый корпус, из за корпуса из алюминия не греется, пользуюсь по работе такой-же только но 8 гиг уже не первый го, сбоев небыло."
2, "Быстро умерла за 1,5 года нечастого использования. При этом я всегда соблюдал "безопасное извлечение". Раньше стоила,кстати,дешевле. Разочаровался в этой фирме (и других ) ,не могу найти причину выхода из строя. Ни одно устройство не видит теперь эту флешку! Жаль не сохранил гарантию"
5, "Обычная флешка"
5, "Нормальная флешка, доволен."
5, "Мініатюрна флешечка, швидка, корпус вічний, одним словом Kingston!"
4, "Купив на Розетці тиждень тому. записував фільм 3D на неї зі швидкістю 8 мб/с. При перегляді не тормозило. Розмір фільму був 9 гігабайт!"
4, "Брал для установки с неё ОС, хороший вариант, хоть и не 3.0 За счет того что корпус выполнен в металле - прицепил к брелку ключей: и не паришься что поцарапается, и всегда под рукой."
1, "Либо мне попалась бракованная - либо они все такие медленные. Только купил. 11 гиг писались больше часа. А потом стирались дольше 12 мин. Это не нормально. Буду сдавать обратно."
4, "Крепкая вместительная флешка, пока доволен..."
5, "не хватает маленького шнурочка для крепежа, в остальном отличная вещь"
5, "Очень Надежная"
5, "Брал не на розетке. Хорошо подходит для установки Windows, хранения личных данных. Скорость работы, чтения памяти на высоте (в зависимости от вашей системы) ;)"
5, "Чи можливо якось їх відновити, бо пише "носій захищено від запису"? Тому боюсь купувати знову."
5, "Доволі хороша, маленька, залізна. Виправ нечайно, висушив і працює відмінно"
4, "Пользовался раньше флешками с колпачками, за которыми нужно было следить, чтоб не потерялись. Решил приобрести флешку изначально в дизайне без колпачка, чтоб "не париться" в будущем."
4, "неплохая флешка, немного медленная, ну а что хотели за такие деньги :)"
4, "получил втечении 3 дней,работает без проблем. Товаром доволен."
3, "Попалась глючная. время от времени сама вырубается из устройства. а так...выглядит норм"
5, "Хороша річ, користуюсь майже рік - виглядає як нова, не треться, мінімальний дизайн. Не соромно показати її коли передаю в руки колеги."
5, "Идеал. И гарантия на 60мес, этим многое сказано!"
1, "Купил флешку года 2 назад, использую в основном только для докладов и музыки. Так как на долго её держат подключённой не рекомендую, будет сильно греется. Для постоянного использования не рекомендую."
5, "Беру свои слова назад.действительно очень шустрая вещь.цена качество 5 из 5-ти. по 5-бальной.советую!"
5, "Прочитал комменты о стирке этой флешки еще неделю назад и по иронии судьбы вчера постирал ее в машинке, забыл ее в кармане, проверил — работает!)"
5, "Использую данную флешку уже почти год. Притєнзий у меня нет. Всё чётенько."
5, "."
5, "Хорошая флешка, достаточно большой объем для носителей информации такого рода, перенести несколько тяжелых инсталляторов, документов хватит, тем более хватит запастись в дорогу музыкой и несколькими фильмами среднего веса. Особенно радует надежность - отсутствие подвижных и пластиковых частей, которые я успела сильно невзлюбить во флешках. И выглядит стильно при этом, практически не поцарапалась в передрягах."
5, "флешка , как флешка))мне понравилась) удобный дизайн,можно повесить как брелок на ключи или как кулон на шею"
5, "дети просто счастливы от многочисленных мультфильмов"
4, "При установке у меня две такие флешки долго определяются (инициализируются) в среде операционной системы на разных ПК. В целом, флешка хорошая, но мне больше по душе серия DataTraveler 100 G3."
5, "удобная флешка"
5, "Все на висоті, покупкою задоволений!"
5, "Купил с расчетом, чтобы не потерять, т.к. это у же четвертая. Повесил на ключи... Поглядим. Розетке спасибо за сервис!"
5, "Удобная флешка ,Компактная и сложно сломать"
5, "Месяца два назад купил такую же только 16 гиг, слушаю музыку в качестве... Собираю, уже несколько лет, сборник хитов из 70-80-90-х. Одна, две, три вещи различных групп, включаю random и кайф! Недавно 16 гиг оказалось мало, купил 32... Возможно, через пол года куплю 64 :)"
5, "Все пока хорошо"
5, "отзыв о работе магазина - положительный, о товаре - положительный. Успехов Вам в работе."
5, "метал недостаточно крепкий чтоб носить вместе с ключами"
5, "Скорость приёма до 11мб. отдачи до 20мб."
3, "Подарили флешку, носил с ключами, умеренное пользование. Через 1год умерла. Несу по гарантии."
4, "Стильная, компатная, прочная. Нам нравится."
5, "Советую одевать на нее брелочек, так как можно утерять и легче вытаскивать с новых USB-разьемов"
5, "Хорошая флешка за свои деньги"
5, "Брал для хранения информации. Довольно хорошая флешка, по скорости (переформатировал в NTFS) устраивает на все 100%. Кому нужно для хранения и копирования информации, берите не пожалеете."
5, "Супер"
3, "Флешка отработала верой и правдой 2 года. Но однажды сглючила и стала показывать "диск не отформатирован". Обычно, в таком случае можно скачать с сайта утилиту для восстановления флешки. Но у Кингстон оказалось, что такой утилиты просто нет. Ладно, смотрим что там за контроллер, т.к. можно "заводской" утилитой восстановить его работоспособность. В моей флешке контроллер оказался SSS 6698. Под него в интернете ничего полезного не нашлось. Если бы я купил флешку другой фирмы (не буду упоминать какой, но тоже известной), то спокойно скачал бы с сайта утилиту и хотя бы попытался что-то сделать. И обычно такой софтовый ремонт заканчивается успехом. А тут - увы."
4, "В целом флешка неплохая, в принципе шустрая как для USB 2.0. Использую её для телевизора, иногда для автомагнитолы. Хорошая!)"
5, "Хорошая. Удобная!"
5, "Благодаря именно этой флешке мне удалось убедиться ,что на ноутбук Самсунг RV511-SO2UA воможно установить ОС Федора 23 и Корора 23 КДЕ ,а также Линукс Минт 17.3.Предшественница по имени Колорлайн на 7,44 Гб способна была лишь сохранять и открывать текстовые и видео файлы ,но ни одна ОС с неё не устанавливалась через БИОС,что меня даже натолкнуло на мысль о невозможности загрузки ОС через БИОС на ноутбуке Самсунг RV511-SO2UA или ,вообще ,блокировке подобных загрузок сервером.А теперь ,благодаря покупке USB 2.0 Kingston DataTraveler 32GB ,прояснились возможности используемого ноутбука."
5, "Удобная и маленькая!"
5, "Подарил жене на ключи вроде понравилась)))))"
5, "Очень стильная, удобная, маленькая и быстрая флешка. Металлическая - не боится падений на твердые поверхности - очень удобно!"
5, "Хорошая флешка еще и не плохая скорость"
5, "Устраивает флешка всем, доволен покупкой, проблему скользящего корпуса решил тем, что вставил кольцо и теперь вообще проблем нет"
4, "нормальный товар по хорошей цене"
4, "28.9 Gb а не 32!"
3, "Купил такую флешку жене для работы, она очень довольна была ею, проработала год. На данный момент уже не работает - гарантия есть, будем обращаться в Розетку - уж очень флешка нам нравиться!"
5, "Советую, простая флешка для всех типов задач с голов хватит. Будь то хранение файлов или установка Windows."
4, "Очень маленькая, удобная флешка. Надеюсь также хороша в качестве при использовании"
5, "Пользуюсь второй год. Все устраивает."
5, "Отличная флешка. Покупали для телевизора. Каждый день используется - видео не тормозит, флешка не греется, всё записывается на неё быстро."
4, "Удобно,компактно"
5, "Советую приобрести."
5, "Пользуюсь такой флешкой 5й год. РЕКОМЕНДУЮ!"
3, "Надо сохранять коробку. Без нее проблема с сервисом."
5, "супер флешка, лучше ее разве что на 2 стороны микроюсб и юсб"
4, "Сильно нагревается даже если просто воткнуть в ноутбук, если выполнять запись греется еще сильнее."
5, "рекомендую"
5, "Хорошая флешка, быстрая и компактная. Работает уже долгое время, косяков не замечено."
4, "Приобреталась для просмотра тяжелых фильмов в 1080p, через TV. Доволен."
5, "у себя две штуки и друзьям заказал все довольны просто отпадная как и на вид так и по материалу (= с работой проблем нету сразу переформатировал в NTFS так как тута полноразмерные файлы кидать можно а то на FAT нельзя файл больше 4х гб просто не копирует ну это правильно тому сразу переделал (= Доволен я и друзья"
5, "очень хорошее !!!"
5, "Отличная, не сильно быстрая, но качественная флешка! Единственная проблема, долго пишется на нее, при считывании все быстро и хорошо"
5, "Прекрасно помещается в портмоне."
5, "Делюсь радостью, год назад потерял такую флешку, нашел в стиральной машине (она целый год стиралась) вчера нашел ее в ней и... полностью рабочая и даже все фотки с документами открываються!!!! Чудо!"
4, "Доставка-оперативно, без проблем"
3, "неплохая флешка только если статикой её убьет воскресить нельзя увы так как нет на неё контролера(("
3, "В комплекте не хватает шнурка для уха"
5, "Хорошая флешка"
3, "У меня средняя скорость записи около 5MB/s, чтения - 10MB/s. Для таскания документов/презентах/софта и прочей мелочевки - вполне подойдет. А вот ежели фильм порядка 10ГБ размером задумаете залить - то приготовьтесь подождать минут 25. Радует размер и металлический корпус с отверстием - поцепил на ключи и норма."
5, "Хорошая, качественная флешка, берите!"
4, "Флешка на свою ціну - супер!!"
4, "Была на 16 гб, через пол года не форматировалась, посмотрим на эту."
5, "Вместо брелка на ключи))"
4, "хороший вариант за свои деньги"
3, "Классный корпус, цельнометалическая, компактная, но и не очень мелкая, в самый раз. Была бы она еще немного быстрей... Взял две таких, себе и брату, моя работает, у брата проработала без трех дней год, и умерла.. с гарантией заморачиватся не стали, хотя и 60 месяцев.."
5, "Отличный маленький подарок !"
5, "Удобно и миниатюрно!"
5, "Работала на Ура! До тех-пор как не потерял, жалко("
4, "Брал для просмотра фильмов на телевизоре, 1080p в MKV работает четко! За такие деньги норм."
5, "За такие деньги,- это - лучшее..."
5, "рекомендую"
5, "Работает быстро, проблем после нескольких месяцев использования не обнаружил."
5, "Записал установщик Windows, разных пакетов восстановления и обслуживания, подцепил на телефон как брелок и все необходимое всегда со мной"
5, "Маленькая, компактная, удобная. На второй день использования ребенок утопил в ванной, вытрусила, протерла, просушила феном и все нормально, работает, проблем нет."
4, "В общем хорошая модель."
5, "Пойдёт."
3, "греется сильно при работе. интересно она может сгореть при длительной работе хотя бы пол часа"
5, "обычная флеша с крутым внешем"
5, "пользуюсь уже год, ни разу не было проблем. заказала для мамы еще 2 таких. отличный товар."
4, "Будьте готовы к тому, что вы покупаете флэшку на 28 гб."
5, "Задоволена! маленька , компактна і взагалі чудова річ)"
5, "У меня таких четыре штуки, но на 16Гб, никаких проблем нет, сейчас буду еще две, но уже на 32Гб покупать. Используются, кроме хранения данных, для переноса фильмов на телек."
5, "Этоо моя вторая флешка именно этой модели. Первая на 16ГБ которой уже пользуюсь 3-тий год, с ней уже даже в море плавал по случайности и после того все еще работает на ура по-этому и решил купить снова туже модель но уже на 32ГБ... тоже работает супер! Всем рекомендую!"
4, "Очень доволен покупкою. Фирма самая надёжная - уверен прослужит долго."
4, "Свои функции выполняет."
5, "Все потрібне -- завжди із собою, з ключами :)"
5, "Вчера приобрел. На фото она кажется больше, чем на самом деле. Маленькая металлическая из-за этого прилично греется при использовании."
4, "скорость"
5, "Взял уже вторую. Отличная флешка, единственный недостаток — довольно медленная, при таком объему это чувствительно. Но скорость далеко не всегда важна."
5, "класна флешка, мені подобається. користуюсь вже 7 місяців"
3, "Хорошее сочетание цена/качество. Пользуюсь 1 год. К сожалению, нет той скорости, которую заявляет производитель"
5, "гораздо лучше чем Transcend 32 730, которая сломалась практически тут же..."
4, "Хочется отметить удобство пользования. стильный вид. Забавная)) Люди, которые видят такую флешку впервые, ищут крышечку или разъем))))"
4, "В целом, нравиться. Пользуюсь несколько месяцев, проблем с ней практически не было. Главное правильно разбить флешку (об этом можете почитать в гугле) в зависимости от обьема файлов, которые вы будете на нее записывать."
5, "Компактная быстрая флешка"
1, "В общем не плохая флешка, но вместо 32 гиг на ней оказалось 29,8 гиг, вот это и не достаток!"
5, "Отличная флешка. Идеальный вариант для подарка."
5, "Не знаю як іншим, мені дуже подобається, особливо дизайн. Її швидкості мені вистачає, фільми по 15гб не дивлюсь. Повісив на ключі як брелок"
5, "Первое впечатление: "Она такая МАЛЕНЬКАЯ!"))) С ключами её даже незаметно)"
2, "очень, очень и очень медленная"
5, "Нравится она мне и всё тут !!! Повесил на цепочу (что б не потерялась) - стала ещё больше нравится ))) !!!"
3, "Взял себе чуть больше года назад. В принципе, хорошая флешка, железная, но не быстрая. Скорость записи 5,5 мегабайт/с. В последнее время начала выделыватся, наверное ей скоро придет конец."
5, "суперская вещь"
5, "undefined"
1, "Наверное мне просто не везёт с "розеточными" флешками ))).... вот приобрёл на позапрошлой неделе "очередное растройство", всмысле, устройство... для записи мелких файлов (((( ... УВАЖАЕМЫЙ ПРЕДСТАВИТЕЛЬ ФИРМЫ "Kingston", скажите где в Киеве находится центр обслуживания ВАШИХ устройств, которые на гарантии???? Не могу сказать что она нерабочая, мелкие файлы (до 10-20 Мб) копируются терпимо. 3 файла по 500 Мб писались (на чистую флешку) 5мин 10сек (на старый, забитый под завязку Трансенд, ушли за 1 мин 40 сек)... Фильм размером 9Гб не записался вооооообще, вернее на 25-й минуте я устал ждать.... Может у меня бракованный контроллер, не знаю... (после покупки сразу форматнул в NTFS, Win-7, 64-bit)"
4, "хорошая флешка"
5, "Отличная флешка-брелок. ношу на ключах все норма."
5, "Прочная,компактная.Всё гениальное-просто.Это тот случай."
5, "Компактная вещица за свою цену!"
5, "отличная флешка, компактная плюс дизайн"
4, "пользуюсь месяц флешка нравится форматнул в нтфс но есть недостаток - когда 3- 4 уровень вложенности в папке начинает тормозить и виснет проводник, причем это на любых компах"
5, "мне понравилась, советую"
5, "найкраща флешка зі всіх що мав"
5, "рекомендую,цельный метал ,прочная ,практичная супер+++"
5, "Отличная флешка USB 2.0. Компактный и удобный дизайн, цельнометаллический корпус."
4, "Брав для Windows To Go. Система Windows 8 Enterprise 64-біт вимагала 32Гб - не підійшла, т.я. реального місця на флешці 29Гб."
5, "хорош флешка, удобная компактная, ношу на ключах."
4, "Стоит своих денег. Из-за своего перегреве вызывает серьезные опасения в сохранности данных и долговечности. Рекомендую отсоединять сразу-же после завершения чтения - записи. Не держать постоянной воткнутой в разьем USB."
4, "Стильная, компактная, приятная и ёмкая флешка. Но если нужно много копировать больших файлов, скорость в NTFS может разочаровать, лучше взять с USB 3."
5, "очень даже хорошо ,маленькая удобная"
5, "Хорошая флэшка. Стильная и компактная, нет никаких колпачков, а значит нечему теряться. Прекрасно чувствует себя на связке ключей, не занимая много места."
5, "Лучшая флешка, которая у меня была. Спасибо!"
5, "Что я только с этой флехой не вытворял!!! Kingston это тот брэнд которому можно и нужно доверять. Цена оправдана. Рекомендую! Советую!"
5, "очень рад своим приобретением."
5, "Купил эту флешку, форматнул в NTFS с помощью акрониса т.к. флешка не хотела принимать файлы более 4 Гб, но после форматирования скорость записи упала с 7827 KB/s до 5047 KB/s иногда и 4347 KB/s. Подскажите пожалуйста, может быть я что то не так сделал? Почему так сильно упала скорость?"
5, "Купил, форматнул в NTFS, протестировал: HD Tune Pro: KingstonDataTraveler SE9 File Benchmark Drive L: Transfer rate test File Size: 500 MB Sequential read18521 KB/s Sequential write7947 KB/s Random read1303 IOPS Random write1 IOPS Random read (queue depth = 32)1327 IOPS Random write (queue depth = 32)1 IOPS Block size test File Size: 16 MB Block sizeRead speed 0.5 KB404 KB/s 1 KB867 KB/s 2 KB2171 KB/s 4 KB4619 KB/s 8 KB8567 KB/s 16 KB9466 KB/s 32 KB13430 KB/s 64 KB17001 KB/s 128 KB17181 KB/s 256 KB18025 KB/s 512 KB17329 KB/s 1024 KB18954 KB/s 2048 KB19658 KB/s 4096 KB20494 KB/s 8192 KB23857 KB/s Block sizeWrite speed 0.5 KB37 KB/s 1 KB302 KB/s 2 KB636 KB/s 4 KB407 KB/s 8 KB1155 KB/s 16 KB4837 KB/s 32 KB6670 KB/s 64 KB6750 KB/s 128 KB10507 KB/s 256 KB3640 KB/s 512 KB10595 KB/s 1024 KB7629 KB/s 2048 KB4140 KB/s 4096 KB7965 KB/s 8192 KB8051 KB/s в целом остался доволен, учитывая цену и объем."
5, "На самом деле очень хорошая флешка, для переноса большого объема информации, но советую сразу отформатировать в NTFS Ибо больше 4 гб за раз вы на неё не закинете."
4, "Вместо 32 ГБ., 29,2. А так ничё, но иногда глючит."
5, ""розетка" работает отлично, покупкой доволен."
5, "Очень понравилась флеха, качество изготовления отличное, поломать ее нереально, нет вечно теряющихся колпачков"
1, "Яка швидкість???????????????"
5, "напевно, бестбай :) зручна, швидка собі взяв для роботи/на тест, тест пройдено - візьму ще одну дружині :)"
4, "Прикольная штука! В металлическом корпусе ШИКАРНО!"
